annual_sales_quant,avg_sales_price,category,color,condition,description,highest_bid,lowest_ask,product_title,release_date,retail_price,style,ticker,year_high,year_low,,
6,48,collectibles,,New,,22,,ComplexCon Flower Rubber Strap Rainbow,11/4/17 0:00,14,, CX-FRSR,90,25,,
2,2002,collectibles,,New,,1500,,Bearbrick x Sorayama Sexy Robot 1000% Silver,,438,, BB-XSSR1SVR,2803,1200,,
2,1376,collectibles,,New,,1190,1600,KAWS Bape Dissected Milo Vinyl Figure Brown,,,, K-BADMVFBRN,1400,1351,,
2,163,collectibles,,New,,23,169,Takashi Murakami Downy Flower Plush Black/White,,,, TKM-DOFPBW,175,151,,
2,2250,collectibles,,New,,1082,1700,Banksy Brandalism Flower Bomber Figure Black,,434,, BKY-BRFBFBK,2500,2000,,
2,1533,collectibles,,New,,1400,2500,Bearbrick x Bape Camo Shark 2018 Version 1000% Green,,438,, BB-XBCS2VGN,1565,1500,,
2,500,collectibles,,New,,239,2500,Bearbrick x BAPE Camo Shark 400% Blue,,70,, BB-XBCS4BL,500,500,,
2,1524,collectibles,,New,,1400,1900,Bearbrick x Bape x Mika Ninagawa Shark 1000% Pink,,1120,, BBK-XBXMNS1PK,1648,1400,,
6,125,collectibles,,New,,,152,Bearbrick 2017 Halloween 400% Multi,,69,, BB-20H4MTI,175,100,,
2,322,collectibles,,New,,300,1024,Bearbrick Buzz Lightyear 400% White,,70,, BB-BUL4WH,350,294,,
2,285,collectibles,,New,,280,390,Bearbrick Sacai Medicom Toy Plus Exclusive 100% & 400% Multi,,160,, BBK-SMTPE1400M,290,280,,
6,135,collectibles,,New,,,150,Bearbrick x Freemasonry x Fragmentdesign 100% & 400% Set White,,108,, BB-XFXF1WH,170,121,,
2,654,collectibles,,New,,365,610,Bearbrick x Disney Santa Jack 1000% Multi,,375,, BB-XDSJ1MTI,659,650,,
2,483,collectibles,,New,,,875,Hebru Brantley Lil Mama Original Edition Vinyl Figure Multi,,,, HB-LIMOEVFMTI,560,405,,
2,322,collectibles,,New,,255,397,Steven Harrington x ICECREAM Cosmic Cone (Blind Box Assortment) Figure Orange Cone,6/1/19 0:00,,, SHN-XICCBOC,394,250,,
2,111,collectibles,,New,,70,113,Hypebeast Magazine Issue 7: The Legacy Issue - Michael Jordan Cover Book Multi,6/1/14 0:00,12,, HB-MAI7TLIMTI,150,71,,
2,375,collectibles,,New,,169,496,ComplexCon Kai Kai Ki Ki Skateboard Deck Blue,11/3/18 0:00,400,, CC-KKKKDCK-BL,500,250,,
2,135,collectibles,,New,,125,145,Bearbrick Medicom Super Alloyed Keith Haring 200% Multi,,160,, BB-MESAKHMTI,144,125,,
6,591,collectibles,,New,,560,608,Bearbrick x Batman Justice League Version 1000% Multi,,358,, BB-XBJLV1MTI,637,520,,
2,232,collectibles,,New,,48,200,KAWS Companion Keychain GITD Green,,,, K-COKGTDG,333,130,,
6,543,collectibles,,New,,430,550,Bearbrick x A Clockwork Orange Alex 1000% Multi,,402,, BB-XACOA1MTI,628,450,,
2,1400,collectibles,,New,"Please note: Box/packaging and applicable accessories must be included.
Please note: Due to the nature of this product, slight variations may occur.",903,2500,Daniel Arsham Future Relic 03 Clock White,,,, DA-FUR0CWH,1600,1200,,
2,651,collectibles,,New,,600,1999,Bearbrick x XLarge x Hajime Sorayama 1000% Silver,,447,, BB-XXXHS1SVR,700,601,,
2,1627,collectibles,,New,,1350,2000,Takashi Murakami Kaikai & Kiki (Blue Eyes) Figures (Set of 2) Multi,,,, TKM-KAKEFMTI,1658,1595,,
2,105,collectibles,,New,,30,,Palace Hatman 8.375 Skateboard Deck Blue,2/9/18 0:00,53,, PL-H8375DBL,124,85,,
2,250,collectibles,,New,,90,,Takashi Murakami Funya Flower Plush Multi,11/4/17 0:00,250,, CX-FFPM,250,250,,
2,1413,collectibles,,New,,1200,1600,Bearbrick x Jean-Michel Basquiat 1000% Multi,,438,, BBK-XJMB1000M,1425,1400,,
2,40,collectibles,,New,,,49,Takashi Murakami Flower Rubber Strap Purple/White,11/4/17 0:00,14,, CX-FRSPRWT,45,35,,
6,604,collectibles,,New,,374,525,Bearbrick x Suicide Squad Harley Quinn 1000% Multi,,331,, BB-XSSHQ1MTI,679,550,,
6,294,collectibles,,New,,201,425,Takashi Murakami Flower Plush 60 CM Blue/Black,11/3/18 0:00,300,, CX-FP60CBBK,375,240,,
4,63,collectibles,,New,,55,,Palace Drury 8 Skateboard Deck Orange/Yellow,10/5/18 0:00,53,, PL-D8DOYL,65,61,,
4,171,collectibles,,New,,142,199,Bearbrick Keith Haring #4 100% & 400% Set White,,99,, BB-KEH14WH,200,148,,
2,208,collectibles,,New,,85,250,Bearbrick Medicom Yasuto Sasada Kujaku 100% & 400% Set Purple,,180,, BB-MEYSK1PP,208,207,,
2,1650,collectibles,,New,,1100,2275,KAWS Bearbrick Dissected 400% Grey,,,, K-BED4GY,1800,1500,,
2,570,collectibles,,New,,338,685,Bearbrick Great Mazinger 1000% Multi,,322,, BB-GRM1MTI,590,550,,
2,121,collectibles,,New,,125,150,Bearbrick Alife 100% & 400% Set White,,108,, BBK-AL100400SWH,122,120,,
2,114,collectibles,,New,,,200,KAWS Chum Keychain Pink,,,, K-CHKPK,152,75,,
4,45,collectibles,,New,,30,,BAPE Cleveren 200% Bearbrick Mickey Mouse Air Freshener White,,,, B-CL2BMMAWH,56,29,,
4,100,collectibles,,New,,60,,Bearbrick BAPE 23th Anniversary 100% Gold,4/1/16 0:00,20,, BB-BA2A1GLD,120,80,,
4,233,collectibles,,New,,180,240,BAPE Space Camo Skateboard Deck White,5/4/19 0:00,215,, B-SPCSWH,250,215,,
2,1156,collectibles,,New,,813,3500,Bearbrick x Daft Punk Random Access Memories Version 1000% Gold,,438,, BB-XDPRAMGLD,1210,1101,,
4,275,collectibles,,New,,253,320,Louis De Guzman Elevate ComplexCon Figure Blue,7/20/19 0:00,,, LDG-ELCFBL,305,242,,
6,498,collectibles,,New,,200,525,Bearbrick x Disney Minnie Mouse 1000% Multi,,375,, BBK-XDMM1000M,650,425,,
4,112,collectibles,,New,,80,162,Bearbrick Batman (Justice League Ver.) 400% Black/Grey,,80,, BB-BALV4BKGY,151,90,,
2,175,collectibles,,New,,200,225,ComplexCon Octopus Skateboard Deck Blue,11/4/17 0:00,200,, CX-OSBL,200,150,,
4,118,collectibles,,New,"In 2018, Atmos and Solebox collaborated on a set of 100% & 400% bearbricks featuring grey and white camo with the words ""atmos solebox"" on the chest. The Grey Bearbrick x Atmos x Solebox 100% & 400% Set retailed for $108 USD.",143,180,Bearbrick x Atmos x Solebox 100% & 400% Set Grey,,108,, BBK-XAXS1004SGY,190,82,,
5,454,collectibles,,New,,410,449,Bearbrick x Space Jam Marvin The Martian 1000% Multi,,375,, BB-XSJMTMMTI,580,330,,
5,671,collectibles,,New,,300,747,Bearbrick Anrealage 1000% Multi,,447,, BB-AN1MTI,742,526,,
2,158,collectibles,,New,,112,145,Bearbrick Mika Ninagawa Sakura 100% & 400% Set Pink,,108,, BB-MINS14PK,175,140,,
5,157,collectibles,,New,"Since its inception, Bearbrick has created several Bearbrick versions of the Joker. This version depicts one of the most recent versions, Jared Leto's Joker, famously debuted to succeed Heath Ledger's version in DC's Suicide Squad. This version of The Joker 400% Bearbrick released in 2015 and retailed at $80.",225,350,Bearbrick The Joker 400% Purple,,80,, BB-THJ4PP,181,111,,
4,350,collectibles,,New,,215,,BAPE x Undefeated Skate Skateboard Deck Green,7/21/18 0:00,219,, BA-XUSDGN,500,226,,
4,570,collectibles,,New,,232,640,ComplexCon TMKK Character Skateboard Deck Rainbow,11/3/18 0:00,400,, CX-TMKKCDR,700,500,,
4,553,collectibles,,New,,605,666,Bearbrick Peko-Chan Beckoning Cat 1000% Gold,,438,, BB-PEBC1GLD,570,530,,
4,146,collectibles,,New,,130,150,Bearbrick Robocop 100% & 400% Set Silver,,108,, BB-RO14SSVR,164,130,,
4,108,collectibles,,New,"Yet another in-house graphic created by Supreme, this white ""Eat Me"" skateboard was released as a part of week one for Supreme's Fall/Winter 2015 collection. While this graphic was used on other products such as button ups, hoodies, and even shoes, all the items sat on shelves for days or even weeks as the season went on. Now a rare item as not many collector's picked this one up, you can own one today by simply smashing that bid button now.",,179,Supreme Eat Me Skateboard Deck White,8/22/15 0:00,49,, SUP-EATME-SB-WH,130,75,,
4,2477,collectibles,,New,,1250,4000,Takashi Murakami Kaikai & Kiki Figures (Set of 2) Multi,11/3/18 0:00,,, TKM-KAKFOMTI,4000,1909,,
5,73,collectibles,,New,,,91,Takashi Murakami The Octopus Eats Its Own Leg Book Multi,5/3/17 0:00,40,, TKM-THOEIOLMTI,76,65,,
2,122,collectibles,,New,,40,117,Bearbrick Knightmare Batman 400% Brown,,80,, BB-KNB4BRN,125,119,,
5,589,collectibles,,New,,520,700,Bearbrick x Atmos 1000% Black,,438,, BB-XA1BK,600,550,,
5,250,collectibles,,New,,176,,Takashi Murakami Flower Skateboard Deck Red,11/4/17 0:00,200,, CX-FSRD,300,215,,
4,132,collectibles,,New,,,173,Bearbrick Have A Good Time 100% & 400% Set White,,108,, BB-HAAGT1WH,150,120,,
5,502,collectibles,,New,,430,540,Bearbrick x Atmos x Staple #2 1000% Multi,,448,, BB-XAXS1MTI,699,375,,
5,505,collectibles,,New,,420,550,Bearbrick x Winnie The Pooh 1000% Multi,,358,, BB-XWTP1MTI,599,451,,
1,260,collectibles,,New,,160,257,Bearbrick Barry McGee + Apple Watch Sports Band 44mm 400% Orange,,180,, BB-BAMAWSOG,260,260,,
4,134,collectibles,,New,"One of many Bearbricks depicting Gotham's masked hero, Batman, this version plays off of Ben Affleck's Armored Suit, used to fight Superman, in Batman vs Superman. The Armored Batman 400% Bearbrick released in 2016 and retailed at $80 USD.",88,129,Bearbrick Armored Batman 400% Black,,80,, BB-ARB4BK,150,120,,
1,300,collectibles,,New,"Due to the characteristics of the product, fine scratches and scratches may remain on the body",160,288,Bearbrick Hajime Sorayama Sexy Robot 100% & 400% Set Gold,,116,, BB-HASSR1GLD,300,300,,
4,327,collectibles,,New,,155,240,Hebru Brantley x BAIT Fly Boy Skateboard Deck Yellow,7/19/19 0:00,150,, HB-XBFBSDYW,499,200,,
5,106,collectibles,,New,,110,135,Bearbrick Medicom Disney Pixar Coco 400% Black,,128,, BB-MEDPC4BK,120,81,,
5,85,collectibles,,New,,50,69,Palace RIpped 8.6 Deck White,8/9/19 0:00,49,, PAL-RI8DWH,120,65,,
1,15,collectibles,,Graded,,200,22,Ken Griffey Jr. 1989 Donruss Rookie #33,,,, DO-KGJ1DR89,15,15,,
1,620,collectibles,,New,,301,559,Bearbrick x Play Studio Akanobu Shinobu 1000% Multi,,375,, BB-XPSAS1MTI,620,620,,
5,353,collectibles,,New,,305,398,Bearbrick x Bape x Mika Ninagawa Shark 100% & 400% Set Pink,,151,, BBK-XBXMNS14SPK,375,330,,
5,680,collectibles,,New,,600,746,Bearbrick x Mika Ninagawa Sakura 1000% Pink,,429,, BB-XMNS1PK,749,601,,
5,72,collectibles,,New,,,150,Palace Hatman 7.75 Skateboard Deck Purple,2/9/18 0:00,53,, PL-H775DPP,85,50,,
1,145,collectibles,,New,,,190,Bearbrick Space Suit Orange Ver. 100% & 400% Set Red,,108,, BB-SPSOV1RD,145,145,,
1,150,collectibles,,Graded,,50,250,Allen Iverson 1996 Topps Chrome Rookie #171,,,, TP-AI1TCR96,150,150,,
1,170,collectibles,,New,"Due to the characteristics of the product, fine scratches and scratches may remain on the body",120,245,Bearbrick x Xlarge x Hajime Sorayama 100% & 400% Set Chrome,,116,, BB-XXXHS1CHRM,170,170,,
1,130,collectibles,,Graded,,110,200,Stephen Curry 2009 Upper Deck Rookie #234,,,, UD-SC2UDR09,130,130,,
1,75,collectibles,,New,,52,150,Bearbrick x Burj Khalifa Tokyo Tower 100% (set of 2) Black,,33,, BB-XBKTT1BK,75,75,,
1,50,collectibles,,New,,15,35,OFF-WHITE Standard Book (SS19) White/Black,,14,, OW-STBWBK,50,50,,
1,240,collectibles,,New,,241,,Takashi Murakami Flower 60CM Plush Pink,11/4/17 0:00,200,, CX-F60CMPPK,240,240,,
1,100,collectibles,,New,,,100,Palace Brady Pro-S 8.125 Skateboard Deck Multi,8/18/17 0:00,53,, PL-BPS8125DMC,100,100,,
1,100,collectibles,,Graded,,60,,Giannis Antetokounmpo 2013 Panini Hoops Rookie #275,,,, PN-GA2PHR13,100,100,,
1,295,collectibles,,New,,120,,Bearbrick x G-Shock G-ShockMan 400% White,1/26/13 0:00,64,, BB-XGG4WH,295,295,,
1,370,collectibles,,Graded,,358,150,LeBron James 2003 Topps Rookie #221,,,, TP-LJ2TR03,370,370,,
1,80,collectibles,,New,,27,,Palace Rory Pro S16 8.07 Skateboard Deck Multi,5/3/19 0:00,48,, PAL-ROPS8DMTI,80,80,,
1,1500,collectibles,,New,,750,,Bearbrick x Grateful Dead Dancing Bears 1000% Rainbow,,322,, BB-XGDDB1RNBW,1500,1500,,
1,197,collectibles,,New,,,1500,Bearbrick Isetan Men 100% (Set of 10) Multi,2/26/14 0:00,198,, BB-ISM1O1MTI,197,197,,
1,63,collectibles,,New,,30,87,Palace Fairfax Pro S16 8.06 Skateboard Deck Multi,5/3/19 0:00,48,, PAL-FAPS8DMTI,63,63,,
2,28,collectibles,,New,,26,30,Hypebeast Magazine Issue 22: The Singularity Issue - Hiroshi Fujiwara Cover Book Multi,6/1/18 0:00,20,, HB-MI22TSIHFCBM,40,16,,
2,145,collectibles,,New,,60,149,Bearbrick Alex 100% & 400% Set White,,108,, BBK-AX100400SWH,150,140,,
2,137,collectibles,,New,,,160,Bearbrick Minnie Mouse (B&W Ver.) 400% Black,,80,, BBK-MIMBWV400BK,165,109,,
2,120,collectibles,,New,"Due to the characteristics of the product, fine scratches and scratches may remain on the body",,159,Bearbrick i am OTHER 400% Black,,80,, BB-IAO4BK,130,110,,
1,160,collectibles,,New,,70,215,Bearbrick Anrealage 100% & 400% Set Multi,,135,, BB-AN14SMTI,160,160,,
2,203,collectibles,,New,,150,,Bearbrick Medicom Super Alloyed My First Bearbrick Baby Gold Silver 200% Gold,,160,, BB-MESAMFBGLD,220,186,,
1,100,collectibles,,New,,75,140,Daniel Arsham Snarkitecture Book Multi,4/1/18 0:00,39,, DA-SNBMTI,100,100,,
2,690,collectibles,,New,,580,825,Takashi Murakami DOB-kun Figure Fuchsia,9/26/19 0:00,650,, TKM-DOFFCHS,700,680,,
2,3300,collectibles,,New,,2500,3172,KAWS Passing Through Companion Vinyl Figure (2013) Black,,,, K-PATCVFBK,3500,3100,,
1,130,collectibles,,New,,,139,Bearbrick Son Goku Monchhichi 400% Brown,,80,, BB-SOGM4BRN,130,130,,
1,199,collectibles,,New,,150,,Bearbrick Medicom Super Alloyed My First Bearbrick Baby Pink Gold 200% Pink,,160,, BB-MESAMFBPK,199,199,,
1,180,collectibles,,New,,,180,Bearbrick Michael Jackson Red Jacket 100% & 400% Set Red,,108,, BB-MIJRJ1RD,180,180,,
1,177,collectibles,,New,,75,177,Bearbrick Mika Ninagawa Yosakura 100% & 400% Set Black/Blue,,108,, BB-MINY14BKBL,177,177,,
2,825,collectibles,,New,,400,840,Takashi Murakami DOB-kun Figure Light Pink,9/26/19 0:00,650,, TKM-DOFLPK,850,800,,
2,283,collectibles,,New,,300,408,KAWS One Hardcover Book Multi,3/16/01 0:00,50,, KW-OHBMT,330,236,,
1,699,collectibles,,New,,200,570,Bearbrick x Ghostbusters Stay Puft Marshmellow Man 1000% White,,375,, BBK-GSFMM1WH,699,699,,
1,255,collectibles,,New,"Due to the characteristics of the product, fine scratches and scratches may remain on the body",290,450,Bearbrick Daft Punk (White Suits Ver.) 400% White,,124,, BB-DAPSV4WH,255,255,,
1,190,collectibles,,New,,70,243,Bearbrick ActionCity x Tokidoki Biscotti 400% Multi,,,, BB-ACXTB4MTI,190,190,,
1,150,collectibles,,New,,65,149,Bearbrick Medicom Super Alloyed My First Bearbrick Baby Steampunk 200% Brown,,160,, BB-MESAMFBBRN,150,150,,
4,982,collectibles,,New,"Please note: Box/packaging and applicable accessories must be included.
Please note: Due to the nature of this product, slight variations may occur.",1400,1999,Daniel Arsham Future Relic 07 Cassette Player White,,,, DA-FUR0CPWH,1350,754,,
1,525,collectibles,,New,,300,640,Bearbrick Loopwheeler 2018 Version 1000% Multi,,438,, BB-LO2V1MTI,525,525,,
1,450,collectibles,,New,,400,525,Bearbrick x Stussy 35th Anniversary 1000% Blue,,347,, BB-XS3A1BL,450,450,,
1,160,collectibles,,New,,20,,Bearbrick Nya Flocky Ver. 100% & 400% Set Black,,96,, BB-NYFV14BK,160,160,,
1,754,collectibles,,New,"Please note: Box/packaging and applicable accessories must be included.
Please note: Due to the nature of this product, slight variations may occur.",950,3000,Daniel Arsham Sand Circle Blue,,450,, DA-SACBL,754,754,,
1,30,collectibles,,New,,15,100,Tom Sachs Smut Show Zine Multi,,35,, TS-SMSZMTI,30,30,,
1,800,collectibles,,New,,500,,KAWS Cat Teeth Bank Vinyl Figure Orange,,,, K-CATBVFOG,800,800,,
1,400,collectibles,,New,,186,,Bearbrick Iron Man Mark XLII 400% Red,6/22/13 0:00,66,, BB-IRMMX4RD,400,400,,
1,85,collectibles,,New,,,135,Bearbrick Steel Zeig 400% Green,,80,, BB-STZ4GN,85,85,,
1,450,collectibles,,New,,350,540,Bearbrick x Disney Mickey Mouse Vintage Version 1000% Black/White,,331,, BB-XDMMVVBW,450,450,,
1,100,collectibles,,New,,25,78,Bearbrick Jackson Pollock Studio 100% Blue,6/1/16 0:00,15,, BB-JAPS1BL,100,100,,
1,170,collectibles,,New,,185,440,KAWS Bearbrick Dissected 100% Brown,,,, KW-BRDS100BW,170,170,,
1,150,collectibles,,New,,152,1450,Takashi Murakami x Vans Vault Portrait Skateboard Deck Multi,6/27/15 0:00,,, TK-XVVPSMC,150,150,,
1,400,collectibles,,New,,150,,Bearbrick Monchhichi 1000% Brown,,331,, BB-MO1BRN,400,400,,
1,160,collectibles,,New,,115,220,Bearbrick Anrealage (Clear Red ver.) 100% & 400% Set Red,,135,, BB-ANRV1RD,160,160,,
1,188,collectibles,,New,,71,207,ComplexCon BAIT x Astro Boy Power ComplexCon Chicago Figure Green Chameleon,,150,, CC-BAXABPCGRNCH,188,188,,
1,445,collectibles,,New,,301,546,Steven Harrington Gotcha Figure Green,3/6/18 0:00,225,, SHN-GOFGRN,445,445,,
1,100,collectibles,,New,,120,350,Bearbrick FDMTL 100% & 400% Set Navy,,108,, BB-FD14SNV,100,100,,
1,512,collectibles,,New,,400,779,Bearbrick x BAPE Camo Shark 400% Green,,70,, BB-XBCS4GN,512,512,,
1,100,collectibles,,Graded,The Vladimir-Guerrero Jr 2019 Topps Rookie was as anticipated as Vlad himself. Guerrero entered his rookie season as the #1 prospect in baseball. Guerrero had been on the radar for a few years because his dad was a former Hall of Fame slugger. This card was short printed and not numbered as a part of the set.,37,30,Vladimir Guerrero Jr. 2019 Topps Rookie N/A,,,, TP-VGJ2TRN19,100,100,,
1,200,collectibles,,New,,,200,Bearbrick x Freemasonry x Fragmentdesign 100% & 400% Set Black,,108,, BB-XFXF1BK,200,200,,
1,334,collectibles,,New,,30,,BAPE Bearbrick Shark Cushion Navy,1/7/17 0:00,155,, B-BESCNV,334,334,,
1,789,collectibles,,New,,300,,Bearbrick 2016 Xmas Stained Glass 1000% Multi,,356,, BB-20XSG1MTI,789,789,,
1,500,collectibles,,New,,300,499,Bearbrick x Marvel Deadpool 400% Red,,61,, BB-XMD4RD,500,500,,
1,292,collectibles,,New,,61,279,ComplexCon BAIT x Astro Boy Power SDCC Figure Monochrome,7/19/19 0:00,150,, CC-BAXABPSMNCHM,292,292,,
1,5400,collectibles,,New,,4001,5946,KAWS Star Wars Boba Fett Vinyl Figure Multi,,,, K-STWBFVFMTI,5400,5400,,
1,60,collectibles,,New,,,50,Hypebeast Magazine Issue 18: The Sensory Issue - Hajime Sorayama Cover Book Multi,7/1/17 0:00,15,, HB-MI18TSIHSCBM,60,60,,
3,91,collectibles,,New,,50,110,Bearbrick Big Bird 400% Yellow,,80,, BB-BIB4YW,95,87,,
3,832,collectibles,,New,"Please note: Box/packaging and applicable accessories must be included.
Please note: Due to the nature of this product, slight variations may occur.",696,2000,Daniel Arsham Sand Circle Pink,1/14/19 0:00,550,, DA-SACPK,1099,650,,
3,73,collectibles,,New,,65,109,Bearbrick Medicom Super Alloyed Astro Boy 200% Brown,,160,, BB-MESAABBRN,75,70,,
1,90,collectibles,,New,,,109,Bearbrick Superalloy Astro Boy 200% Beige,,115,, BB-SUAB2BGE,90,90,,
1,245,collectibles,,New,,260,,Takashi Murakami Flower 60CM Plush Purple/Black,11/4/17 0:00,200,, CX-CF60CMPBK,245,245,,
3,117,collectibles,,New,,105,120,KAWS Companion Keychain Grey,,,, K-COKGY,120,110,,
2,59,collectibles,,New,,52,100,Bearbrick x Bape 1st Camo Shark 100% Red,1/7/17 0:00,,, BB-XB1CS1RD,63,55,,
1,100,collectibles,,New,,55,135,Bearbrick 2017 Xmas Stained-Glass Tree Ver. 2 100% & 400% Set Black,,85,, BB-20XSTV2BK,100,100,,
1,513,collectibles,,New,,220,,Supreme Street Scene Right Skateboard Deck Multi,,,, SP-SSRDM,513,513,,
3,277,collectibles,,New,,160,213,KAWS HOLIDAY JAPAN Mount Fuji Pins (Set of 4) Multicolor,7/18/19 0:00,201,, K-HOJMFPMC,300,250,,
